rainfall_intensity_mmh,rainfall_24h_mm,rainfall_72h_mm,antecedent_precip_index,soil_moisture_vwc,pore_water_pressure_kpa,slope_deg,elevation_m,lithology_weakness,historical_density,distance_to_road_cut_m,distance_to_drainage_m,sensor_anomaly_score,risk_score,landslide_occurred
11.38,60.71,118.61,111.94,62.05,27.65,29.19,1145.3,2,0.75,7.6,6.7,12.32,98.0,1
4.33,20.02,51.95,61.15,34.53,3.44,23.96,2304.2,3,0.62,23.9,257.6,0.0,41.6,0
6.84,43.59,107.09,104.57,42.61,7.7,38.12,1069.0,3,4.52,1.6,325.3,12.5,100.0,1
10.82,49.4,104.93,76.19,48.13,12.36,32.8,503.4,2,0.63,13.7,67.2,2.86,83.7,1
2.02,11.81,25.99,61.32,21.1,0.0,40.55,620.7,5,6.33,157.1,114.4,5.88,90.6,1
4.48,32.58,51.54,80.76,30.42,0.0,39.89,1791.8,4,3.22,0.6,94.3,3.66,90.5,1
9.05,47.18,121.58,111.84,52.22,17.03,37.95,1104.3,3,2.08,43.6,104.4,6.87,97.6,1
1.66,8.24,20.61,58.06,20.19,0.0,58.0,718.6,3,1.64,71.6,337.6,15.73,66.6,0
10.62,60.74,140.86,102.48,54.77,22.23,43.0,2009.0,4,0.46,333.3,97.4,2.37,97.9,1
3.54,39.46,80.99,93.53,43.13,8.78,25.29,1326.2,1,2.36,47.5,64.8,14.01,83.4,1
12.18,111.83,307.56,210.28,88.0,48.0,39.9,1492.0,3,0.77,183.4,25.1,7.86,95.9,1
1.11,8.65,22.75,38.15,17.83,0.0,35.54,623.3,3,1.2,63.1,202.2,0.36,22.2,0
2.08,16.24,37.4,43.88,32.85,0.0,24.6,704.8,4,0.2,12.4,15.8,0.0,44.1,0
8.13,41.82,80.32,83.56,40.2,7.62,23.92,564.3,4,0.63,12.5,11.4,1.37,84.4,1
2.15,25.83,58.51,56.6,40.71,4.25,39.85,1380.5,3,1.36,68.0,206.0,6.8,76.6,1
9.66,46.32,102.17,100.09,53.29,20.07,41.93,1928.9,4,1.14,7.2,213.3,39.28,100.0,1
6.95,55.53,108.38,91.98,47.08,11.01,27.11,1837.8,5,0.76,101.7,40.0,12.47,100.0,1
0.78,5.9,10.79,50.75,26.71,0.0,44.25,848.6,3,1.15,81.7,567.2,0.04,33.5,0
5.88,34.62,68.19,77.85,34.07,3.64,38.42,2088.3,2,2.46,145.5,279.1,4.43,67.0,1
4.18,35.82,78.93,65.99,50.04,15.93,46.16,521.9,4,1.11,24.6,208.8,8.12,95.5,1
6.94,30.11,60.2,59.26,32.06,0.0,45.26,539.5,3,1.27,107.9,252.7,2.91,61.2,1
9.33,98.75,174.69,156.68,71.03,44.41,34.65,2083.5,3,2.17,23.0,95.6,18.52,100.0,1
11.78,75.76,186.78,143.8,71.17,35.67,49.9,813.3,1,3.32,153.7,109.5,1.66,99.8,1
9.6,42.76,91.69,88.71,39.57,3.93,26.45,1787.0,3,1.35,44.0,367.5,0.47,81.7,1
9.77,52.9,79.07,85.6,47.54,11.81,56.32,319.1,3,5.33,114.4,4.6,3.52,100.0,1
2.92,22.53,43.17,48.71,28.4,0.0,28.53,496.6,4,0.78,257.1,291.9,0.87,28.8,0
15.49,102.24,269.81,193.61,85.35,48.0,35.59,1579.5,1,0.52,80.4,106.8,1.16,99.1,1
9.9,49.46,121.54,105.39,36.74,2.35,31.18,683.1,3,2.13,25.6,112.2,2.59,94.0,1
13.68,55.74,103.25,81.78,43.66,12.34,32.8,359.2,4,0.35,260.7,70.9,7.56,92.4,1
18.94,81.71,221.72,161.91,88.0,48.0,58.0,1280.6,1,4.14,53.3,168.1,0.25,99.0,1
1.86,13.47,20.3,20.99,33.23,0.0,32.07,994.1,4,0.88,157.2,202.7,17.23,35.0,0
14.52,58.17,159.72,122.49,60.41,19.44,43.23,1984.7,2,2.16,46.3,31.5,0.6,100.0,1
1.68,20.79,36.25,42.99,27.9,0.0,34.0,2019.5,4,1.52,42.5,150.1,8.1,55.9,1
1.66,19.55,27.62,66.24,24.94,0.0,43.96,1590.3,3,0.1,123.3,112.6,24.98,54.6,0
3.57,16.25,32.61,52.73,21.13,0.0,31.37,915.4,3,2.22,20.4,274.1,2.3,56.6,0
16.11,141.46,269.13,215.37,88.0,48.0,38.18,1269.4,3,2.81,242.1,141.9,58.94,100.0,1
6.95,76.93,165.77,114.79,72.3,37.74,41.34,1774.7,2,7.28,58.8,101.0,7.57,100.0,1
5.14,42.74,107.51,79.68,53.13,12.83,29.86,445.5,1,0.97,2.3,135.5,9.15,95.6,1
7.56,49.57,127.86,124.76,57.44,28.09,58.0,998.2,4,1.26,43.7,121.4,6.2,98.7,1
6.0,29.39,57.66,70.54,28.13,0.0,41.79,2027.0,3,3.74,184.4,492.5,2.78,81.6,1
20.32,109.18,218.55,155.65,81.8,48.0,34.08,1152.7,5,0.56,235.4,67.3,25.59,98.2,1
4.51,37.43,60.16,62.32,23.02,0.0,30.07,1611.8,4,0.38,100.7,6.9,0.63,49.7,0
5.22,31.5,46.2,59.27,37.99,0.69,36.78,502.3,4,0.26,41.8,195.2,13.49,67.6,1
3.75,15.78,36.27,66.54,31.71,0.0,25.66,1931.8,3,6.89,90.1,166.7,0.29,83.5,1
12.33,56.42,84.08,62.37,35.47,2.21,51.15,511.0,1,0.57,217.2,433.4,5.5,71.3,1
8.1,60.0,145.63,126.51,70.48,39.49,39.67,2109.2,5,2.55,45.6,22.5,0.56,93.8,1
6.11,24.72,53.27,71.89,24.14,0.0,35.25,523.9,2,1.08,58.4,133.1,3.35,41.0,0
0.64,3.2,5.37,52.49,24.69,0.0,44.89,2170.9,3,0.5,93.1,29.4,0.86,23.2,0
7.05,77.75,167.57,150.24,70.25,33.48,29.87,1063.9,4,4.4,261.8,109.5,7.96,97.4,1
1.01,11.76,19.48,30.09,18.02,0.0,26.17,1611.5,3,1.12,104.7,289.1,28.46,25.4,0
5.82,53.55,107.86,107.04,49.97,16.16,34.89,2077.8,2,1.5,27.9,350.6,0.02,99.1,1
27.23,133.67,336.76,258.24,88.0,48.0,37.08,321.5,3,0.45,11.2,323.1,2.54,97.6,1
2.58,23.15,47.39,68.64,16.19,0.0,40.51,858.0,5,0.71,12.0,142.7,0.73,66.9,1
2.09,12.54,20.17,55.01,19.24,0.0,23.45,2207.5,5,2.48,360.1,180.9,7.53,41.0,0
5.08,53.04,128.0,128.87,52.14,16.81,32.12,1115.2,4,0.76,207.4,144.4,16.8,100.0,1
14.85,62.76,104.27,77.21,53.06,19.36,14.0,1783.4,4,1.27,174.2,148.3,0.01,86.1,1
4.74,34.25,83.37,63.9,43.75,13.98,25.95,594.0,1,0.22,82.3,389.5,14.62,57.5,0
30.74,131.16,271.65,217.41,88.0,48.0,42.08,1724.6,2,3.42,134.0,42.3,5.4,98.4,1
3.28,13.62,27.71,34.37,21.67,0.0,44.17,453.6,3,2.41,16.3,104.0,0.38,56.5,1
2.54,31.4,81.38,60.53,39.61,6.9,26.29,1806.4,1,2.57,116.4,169.5,3.59,57.1,1
8.94,56.24,134.54,110.51,52.09,18.52,33.24,980.0,3,0.35,199.8,260.9,1.04,97.9,1
6.91,82.06,118.66,119.03,45.88,14.25,36.22,1278.3,1,1.23,7.7,258.3,1.05,100.0,1
3.92,16.74,30.37,30.44,24.94,0.0,45.16,649.1,3,0.05,42.1,22.4,9.9,34.9,0
10.05,59.76,156.52,136.97,64.27,29.41,49.0,1618.5,1,0.68,14.0,45.2,15.06,100.0,1
2.99,32.27,46.0,35.07,29.45,0.0,37.3,1008.9,2,0.77,36.2,436.5,4.11,45.9,0
2.21,22.4,48.46,41.44,31.63,0.0,33.78,1105.1,4,4.41,177.7,79.6,2.23,79.5,1
0.97,6.7,16.2,31.32,28.7,0.0,23.73,1669.6,2,8.88,48.4,0.5,0.55,80.2,1
17.81,74.26,168.62,118.36,64.21,35.5,36.92,675.6,1,1.73,140.4,40.1,3.3,96.3,1
1.81,9.13,22.51,57.7,18.3,0.0,53.64,2089.2,2,1.31,178.1,628.5,9.95,37.0,0
4.51,19.81,47.85,74.99,36.78,0.0,46.97,1852.5,4,1.04,203.6,66.7,5.57,71.0,0
3.65,25.62,60.68,78.44,38.59,4.09,37.49,1513.2,3,0.03,248.0,171.2,2.29,53.5,0
6.41,73.36,187.07,137.51,74.35,37.64,38.58,569.5,3,2.9,109.2,233.5,1.23,100.0,1
12.26,49.9,114.96,103.27,55.94,22.72,30.15,1742.9,1,2.01,39.5,187.2,21.64,95.1,1
5.48,66.06,129.71,97.6,59.06,28.75,32.96,338.0,3,1.89,19.6,85.3,2.31,100.0,1
2.78,11.53,23.75,33.1,26.82,0.0,37.25,1989.2,2,2.98,84.1,101.3,0.16,42.3,0
6.87,48.16,115.74,103.45,66.76,29.48,37.28,938.0,3,4.74,13.1,327.6,20.9,99.6,1
3.12,38.21,100.37,103.31,40.39,4.82,44.59,546.1,3,0.89,289.9,195.7,0.19,85.7,1
13.42,68.06,121.23,88.06,50.42,17.19,44.18,645.4,4,1.0,70.1,4.3,17.76,99.6,1
23.22,94.14,176.87,133.32,75.33,41.98,40.42,2322.6,2,6.65,247.6,40.9,17.84,99.7,1
1.05,4.29,11.59,54.23,24.1,0.0,27.51,1925.0,4,1.97,148.2,60.7,0.53,28.8,0
5.33,49.63,109.69,95.61,55.26,19.79,27.83,799.5,1,3.43,233.6,81.9,0.26,98.1,1
0.27,2.46,4.06,49.89,22.15,0.0,28.45,2323.3,3,0.45,258.5,154.8,0.09,10.5,0
7.12,40.45,94.22,110.85,54.62,15.07,38.0,594.2,2,0.69,6.6,82.2,5.99,97.5,1
3.5,18.59,51.82,62.38,28.46,0.0,18.78,1840.4,5,0.89,155.0,313.7,2.39,32.4,0
4.6,22.37,57.12,55.09,44.05,5.49,35.95,1679.2,2,0.69,30.8,115.6,3.37,63.8,1
2.06,18.56,45.35,70.06,39.72,0.0,47.97,2025.1,3,3.88,544.5,125.6,22.04,87.2,1
10.73,44.14,74.65,60.69,33.64,3.71,41.67,1101.6,2,1.29,180.8,100.4,0.24,68.8,1
4.87,25.81,67.8,60.41,42.77,11.54,33.02,1143.9,3,5.53,0.5,66.9,8.22,94.7,1
11.93,53.28,113.8,114.29,51.61,20.75,30.06,1611.6,3,0.7,314.8,232.2,3.04,91.3,1
4.71,27.41,72.5,71.64,36.66,0.0,42.85,1136.2,1,0.07,41.5,46.9,7.85,48.6,0
1.4,9.32,17.36,25.35,13.53,0.0,38.6,386.8,4,0.27,64.7,210.5,2.58,21.7,0
16.49,67.01,99.63,99.06,41.83,16.23,33.91,1832.4,4,0.44,113.7,135.8,0.27,95.3,1
3.44,19.25,39.77,63.83,35.38,0.0,30.99,1646.0,2,1.84,297.7,19.4,3.1,38.6,0
7.38,32.47,57.73,48.15,41.05,8.11,36.65,1189.8,3,0.36,314.6,3.3,0.43,55.2,1
12.71,52.5,126.07,99.41,54.04,15.46,33.42,935.9,3,0.86,99.5,33.4,19.7,91.7,1
3.96,20.3,55.63,51.12,40.48,8.5,42.67,973.5,4,2.86,45.7,257.6,19.14,93.2,1
0.95,5.49,13.0,30.54,29.31,0.0,46.55,1856.2,4,0.24,39.3,87.4,0.96,36.2,0
1.81,22.48,59.39,77.96,37.56,7.98,24.38,1831.2,1,0.15,54.4,294.1,10.02,42.1,0
9.86,113.56,231.01,187.27,80.35,48.0,25.58,2019.7,4,1.4,23.9,125.5,8.8,94.5,1
4.49,39.34,97.58,98.24,49.97,14.05,47.46,1900.6,2,2.16,133.0,6.0,21.69,96.5,1
5.23,46.83,120.83,83.82,56.75,19.11,37.41,1891.7,2,4.35,90.0,336.9,2.06,100.0,1
5.81,47.11,112.83,84.74,55.64,20.94,26.38,828.7,4,1.95,178.2,495.5,0.14,96.4,1
1.72,13.07,27.59,32.98,32.92,0.0,44.36,513.4,2,5.26,11.9,13.9,0.0,85.4,1
4.04,28.6,65.1,59.55,30.05,0.0,38.9,1899.7,2,0.5,61.3,42.1,11.3,52.1,0
7.93,52.34,124.6,92.58,51.83,12.93,54.73,507.1,3,0.75,32.9,226.3,17.0,96.3,1
0.52,5.38,9.44,29.6,12.0,0.0,34.0,2362.4,4,3.29,91.9,1056.5,23.94,46.4,0
2.03,23.31,59.05,46.77,41.02,1.03,45.42,2137.7,2,3.0,75.8,376.2,24.23,82.8,1
2.49,12.8,34.96,61.47,28.51,0.0,23.68,1420.3,3,1.97,71.6,18.8,1.48,34.2,0
4.09,23.87,48.96,72.27,36.29,3.4,47.87,1039.6,2,1.27,45.5,168.2,8.36,72.6,1
23.39,150.4,358.17,263.65,88.0,48.0,44.03,1406.4,3,0.03,155.7,197.0,13.53,95.0,1
1.44,7.64,18.59,21.12,33.61,0.0,49.64,1842.0,4,0.59,78.8,179.4,11.45,44.4,0
8.87,40.19,93.53,105.85,39.02,2.64,45.44,1888.3,3,0.31,27.1,151.1,54.65,98.4,1
3.3,21.61,46.82,78.88,37.76,1.95,35.16,454.7,4,0.09,95.1,62.2,0.79,58.7,1
24.11,127.55,336.01,232.51,88.0,48.0,26.05,1990.2,3,2.69,109.0,198.7,7.79,100.0,1
1.17,4.82,9.78,43.07,21.6,0.0,30.88,1647.1,3,0.25,2.6,234.7,6.85,43.4,0
6.38,28.67,42.58,70.57,30.3,0.0,21.03,385.2,3,0.8,27.3,154.3,14.72,54.8,0
8.17,53.63,138.49,119.31,54.95,20.31,28.17,957.6,4,6.83,33.3,123.7,6.56,100.0,1
8.38,44.19,103.55,86.86,56.77,25.87,39.62,1372.3,3,0.95,34.2,44.5,0.79,94.0,1
3.29,29.84,77.26,76.76,41.71,8.48,35.59,695.7,4,0.27,32.8,141.6,0.18,82.0,1
2.69,15.36,24.48,43.96,19.24,0.0,34.1,626.0,5,2.11,38.0,24.7,1.11,56.7,1
7.6,30.79,44.44,51.91,30.14,0.0,29.26,330.0,4,2.99,36.6,13.6,4.2,82.6,1
2.16,12.82,34.72,69.41,30.49,0.0,20.93,2214.3,5,0.59,258.6,270.8,9.81,39.7,0
2.37,9.95,15.99,48.87,29.87,0.0,37.55,417.8,3,2.98,46.2,203.0,0.79,60.5,1
3.84,25.73,65.18,58.23,34.62,0.0,39.22,1068.6,1,0.57,51.7,188.5,0.52,36.1,0
6.33,25.35,64.7,73.41,34.89,0.0,27.57,732.1,3,2.13,37.1,473.9,1.76,75.1,1
3.97,22.26,53.25,70.6,35.05,0.0,31.47,1856.2,2,0.24,411.5,86.3,2.3,27.9,0
4.31,49.45,78.31,62.21,47.17,13.31,49.11,1785.1,3,1.0,92.0,91.9,9.33,91.8,1
22.83,127.03,296.53,213.87,88.0,48.0,45.86,1993.1,3,1.32,113.2,96.1,32.95,100.0,1
4.74,37.43,99.0,110.1,50.75,12.98,23.38,1595.3,2,2.33,159.6,112.7,23.63,87.0,1
0.54,6.32,12.61,38.72,20.75,0.0,35.28,1542.5,3,1.89,48.7,129.5,13.97,35.6,0
2.19,9.96,19.71,27.58,23.57,0.0,48.37,1154.9,3,3.46,416.0,270.9,21.23,59.8,1
14.48,114.14,230.56,160.39,88.0,48.0,34.16,1636.4,2,0.37,19.8,44.2,3.19,99.9,1
4.7,21.83,33.07,49.81,28.08,0.0,33.71,541.9,2,1.95,73.5,102.5,32.21,58.6,1
0.93,7.24,19.17,42.11,29.9,0.0,45.29,1737.5,4,0.25,18.9,126.6,12.24,55.6,1
5.22,46.22,120.94,98.66,58.18,18.35,44.39,518.2,3,1.17,187.5,33.3,9.84,96.1,1
9.02,36.75,102.79,100.18,41.7,8.67,43.95,2109.7,4,1.34,13.6,217.9,2.79,86.8,1
7.23,51.08,113.36,81.77,40.67,6.27,33.77,1361.9,4,0.05,96.9,10.4,0.87,81.0,1
2.03,11.11,27.25,29.24,32.55,0.0,41.63,1413.7,4,0.13,13.3,158.7,8.63,55.4,0
1.42,7.75,13.05,38.06,17.15,0.0,48.71,1528.2,3,3.29,72.3,40.6,0.28,57.2,0
21.45,122.35,285.63,193.44,88.0,48.0,35.58,1929.7,4,0.61,39.5,1.5,5.45,98.9,1
3.97,16.85,38.91,69.93,37.05,0.0,32.57,1304.8,2,0.76,280.3,68.3,20.06,43.2,0
9.35,48.01,127.78,94.46,49.66,18.01,46.46,1197.9,4,1.84,6.5,100.9,19.1,98.2,1
7.35,49.46,126.76,117.72,50.86,19.25,53.39,905.5,3,0.45,126.0,306.0,0.76,100.0,1
8.88,39.18,106.33,91.72,61.62,22.34,53.98,568.9,4,0.39,142.6,94.3,6.08,98.1,1
2.67,24.13,63.12,64.02,27.72,0.0,32.82,699.7,4,0.99,263.8,444.6,3.46,46.6,0
3.68,21.36,55.87,75.74,28.11,0.0,33.67,301.1,3,0.11,252.2,332.7,0.04,29.4,0
10.72,44.37,66.07,70.42,35.74,0.74,27.25,2125.8,3,4.48,453.0,38.5,3.17,87.0,1
13.81,74.12,191.56,162.17,72.19,39.21,37.0,1906.4,2,5.07,35.1,30.5,0.02,100.0,1
24.47,111.78,251.55,191.24,85.07,48.0,26.87,759.2,3,1.07,38.6,50.3,3.53,100.0,1
2.43,12.7,24.54,47.63,19.92,0.0,31.52,305.0,3,0.42,60.8,80.2,0.19,20.0,0
2.55,11.43,16.91,50.22,33.8,0.0,41.96,1333.4,3,1.14,92.6,157.6,0.05,43.6,0
26.13,108.64,255.16,198.19,88.0,48.0,39.31,1166.4,3,0.19,54.9,23.8,2.52,100.0,1
6.5,51.39,95.56,94.82,50.27,17.98,20.61,1929.6,3,0.91,161.8,136.7,5.47,95.0,1
8.4,77.22,158.68,143.66,63.61,28.91,49.35,1146.1,3,0.14,1.0,156.5,12.34,100.0,1
1.81,11.13,26.21,64.75,29.08,0.0,26.76,2114.6,4,2.2,2.1,194.7,5.79,79.4,1
6.49,32.58,87.21,78.64,50.02,11.97,27.83,501.3,3,0.58,151.1,143.8,1.12,70.1,1
6.23,52.52,134.22,118.21,51.6,14.05,25.47,1068.3,1,1.32,257.6,313.9,4.44,86.5,1
4.02,49.8,101.14,74.62,49.91,14.37,30.38,2261.3,1,0.02,179.8,184.7,17.34,71.6,1
4.51,32.62,63.37,62.34,41.92,7.33,28.38,324.6,3,1.34,14.9,465.2,21.67,88.4,1
2.81,11.49,19.94,36.5,34.85,0.0,28.58,1120.7,4,0.01,328.0,217.3,0.82,20.1,0
6.22,31.39,60.31,81.79,48.57,8.19,15.05,845.4,1,4.67,88.6,103.1,13.77,85.9,1
3.48,23.48,36.52,51.84,30.64,0.0,37.1,1416.9,3,1.25,162.7,42.4,5.47,45.9,0
3.82,33.88,93.5,98.67,53.01,18.31,37.97,885.4,4,0.19,26.9,1.9,16.4,93.8,1
16.48,117.26,258.37,173.8,76.32,48.0,55.08,2126.8,1,0.75,95.5,17.1,0.0,97.6,1
2.9,26.61,42.02,53.21,41.08,7.57,40.13,2268.0,2,0.08,48.1,37.9,11.9,68.0,0
7.72,78.74,149.12,142.49,57.4,30.7,31.78,2083.2,5,1.36,441.5,43.9,5.25,100.0,1
3.58,15.3,33.13,36.63,27.83,0.0,25.79,1137.0,1,0.23,77.1,243.9,37.38,21.2,0
13.14,52.64,112.98,79.85,54.28,18.79,35.18,2378.9,3,1.15,169.1,87.8,0.05,98.3,1
14.38,133.29,193.22,150.1,73.18,48.0,39.81,1843.6,3,0.66,110.9,70.6,10.59,100.0,1
0.59,6.63,18.1,48.46,26.25,0.0,31.72,1046.8,2,2.58,11.9,9.7,18.06,56.8,1
0.94,6.9,12.33,33.46,32.98,3.36,36.52,496.8,1,1.18,93.9,139.3,10.56,23.4,0
4.54,28.67,40.78,52.21,29.11,0.0,52.13,1700.8,3,3.39,93.2,170.8,1.12,79.2,1
1.8,15.65,23.58,50.47,20.08,0.0,32.74,1830.0,4,5.11,150.9,378.5,28.59,80.4,1
8.28,63.12,139.64,107.21,69.98,37.13,19.96,557.2,2,6.28,46.6,125.8,6.66,100.0,1
10.49,91.93,146.43,134.01,64.16,34.4,43.42,1454.4,4,0.54,236.5,1.4,5.09,97.4,1
4.37,20.63,30.09,31.45,39.96,6.55,38.67,2372.9,3,2.63,116.9,12.2,12.47,69.9,1
4.52,22.5,43.45,51.05,37.35,4.14,21.47,985.1,3,1.04,4.8,56.9,9.82,74.0,1
5.45,29.01,65.91,77.36,30.51,0.0,39.63,934.0,4,1.0,147.2,27.0,12.22,71.7,1
6.99,47.97,74.66,90.81,44.78,10.3,27.52,2196.9,2,3.65,285.0,265.0,0.49,90.1,1
1.82,7.74,14.23,49.87,18.08,0.0,39.75,546.6,3,0.28,137.9,20.5,45.42,33.4,0
10.35,42.29,83.95,92.04,43.55,11.56,52.21,2260.4,3,1.17,57.4,31.6,0.02,96.6,1
4.91,44.81,72.74,68.44,39.91,7.29,34.5,1936.9,3,1.62,107.2,197.8,53.98,89.6,1
5.07,43.03,90.72,69.47,35.7,0.58,45.21,1120.8,3,0.12,22.6,49.3,1.31,79.9,1
2.42,14.28,21.69,28.86,21.2,0.0,25.56,475.5,4,3.6,110.3,625.7,13.17,51.7,0
5.58,58.42,85.6,99.56,57.2,25.37,23.08,340.3,4,0.68,83.4,358.0,0.03,99.9,1
2.05,13.3,28.31,61.98,29.36,0.0,53.15,1089.2,3,1.93,3.2,245.6,50.57,92.0,1
2.49,13.9,24.29,63.61,25.75,0.0,38.62,1781.2,4,4.74,46.6,75.7,0.0,85.6,1
13.11,77.69,119.13,85.86,64.23,34.78,41.41,1323.8,5,2.29,25.5,10.5,0.07,99.4,1
7.89,57.94,115.51,104.24,49.96,18.81,45.79,1851.2,3,3.91,59.4,73.8,2.97,100.0,1
0.71,4.12,11.04,41.37,22.54,0.0,31.51,1708.2,3,0.13,33.2,85.1,0.21,15.1,0
3.05,12.57,30.34,56.7,34.44,0.0,43.01,1503.1,4,1.22,215.7,24.5,6.77,50.7,0
1.89,16.39,41.67,61.06,29.26,0.0,41.73,2331.7,2,1.5,143.6,23.1,13.46,53.6,0
2.95,15.4,40.37,65.89,26.82,0.0,24.99,1829.6,3,2.1,161.7,198.5,4.06,42.1,0
1.69,19.39,53.55,55.98,21.47,0.0,48.86,2220.7,3,0.22,53.7,47.6,4.95,41.2,0
0.37,4.03,9.95,19.54,17.17,0.0,47.11,808.5,5,1.92,0.4,204.0,5.27,79.8,1
5.44,31.32,70.53,60.05,34.07,4.4,25.09,1798.6,5,0.28,29.7,143.1,0.61,65.0,1
4.93,50.43,96.41,68.2,47.95,15.33,37.7,1555.4,4,0.13,168.9,417.1,0.54,92.0,1
2.74,32.67,54.04,55.89,31.47,0.0,34.04,2241.0,3,1.14,110.8,287.2,0.73,46.2,0
4.48,41.01,96.85,72.08,60.06,26.33,48.06,1372.0,3,1.65,92.8,29.5,0.27,97.0,1
2.99,16.97,47.39,50.27,26.92,0.0,24.01,887.2,3,5.71,39.5,169.6,0.5,75.2,1
23.73,118.92,244.3,192.06,88.0,48.0,58.0,1108.2,4,2.16,9.5,190.6,0.03,93.6,1
7.7,67.32,162.44,150.84,66.8,35.32,34.52,759.5,4,1.61,184.4,356.6,0.0,94.9,1
13.34,68.91,144.23,136.53,65.23,30.56,42.28,761.9,4,0.43,4.7,184.4,7.77,98.0,1
7.74,69.73,139.79,107.23,63.62,29.59,47.79,1287.9,2,0.3,7.3,27.3,1.34,95.2,1
20.09,109.02,215.25,150.95,66.96,37.39,34.33,2174.4,3,1.68,41.9,53.8,1.28,98.7,1
4.97,33.11,69.74,59.02,39.46,3.09,35.02,702.9,3,0.45,102.1,182.7,0.05,56.2,1
3.45,18.04,34.53,71.14,28.1,0.0,31.73,904.5,2,2.21,582.8,437.4,6.57,41.9,0
8.6,34.52,84.52,84.67,36.87,7.5,28.47,2091.3,3,0.22,11.4,399.8,5.64,82.0,1
12.8,53.48,140.33,104.43,62.05,32.15,38.31,1012.4,1,0.75,76.9,80.1,14.85,96.4,1
4.95,61.33,161.66,147.91,75.56,42.7,34.85,2321.1,5,2.67,110.5,319.7,10.28,100.0,1
7.81,33.88,58.23,60.63,20.27,0.0,31.67,864.7,4,3.2,207.9,128.9,0.68,63.3,1
0.62,6.8,18.05,57.2,21.85,0.0,32.17,1228.5,3,0.76,140.4,112.4,6.56,19.9,0
4.37,18.04,33.88,38.75,22.01,0.0,40.9,500.8,2,0.42,197.9,77.8,4.97,14.7,0
12.7,99.29,182.0,141.0,71.39,48.0,29.22,2383.6,3,5.71,88.7,204.1,0.01,98.4,1
5.86,40.41,97.68,91.22,45.4,9.34,33.9,2169.3,2,2.58,68.3,164.8,1.95,93.3,1
3.12,32.66,59.66,83.95,33.07,3.55,43.64,2016.9,3,2.96,115.7,84.5,2.34,86.1,1
2.5,25.22,37.18,68.26,34.55,0.0,38.1,630.4,4,0.45,277.4,259.0,21.3,60.6,1
3.34,16.42,31.57,51.37,38.66,0.0,27.08,2335.7,1,0.99,96.0,85.9,0.06,15.5,0
20.1,83.55,201.37,145.87,88.0,48.0,35.8,2251.2,2,0.13,111.6,158.0,8.19,93.4,1
9.6,52.25,97.06,86.24,42.74,13.96,39.71,1214.9,2,0.21,49.5,89.7,8.2,88.3,1
11.9,59.0,134.61,136.4,46.77,14.45,44.41,1731.4,4,0.45,108.8,22.4,53.54,97.8,1
5.24,24.99,58.07,70.1,39.62,7.12,29.58,2384.2,4,0.65,118.6,31.6,3.91,66.0,1
5.34,42.84,103.97,107.73,58.77,17.38,31.25,1160.5,4,10.57,168.0,192.5,6.38,100.0,1
1.96,22.35,59.36,63.83,41.5,0.47,30.09,537.4,3,0.99,101.9,300.1,5.78,52.0,0
3.56,44.33,88.91,86.73,54.53,19.62,30.51,2122.3,2,2.15,26.4,113.8,10.78,94.6,1
4.7,33.67,54.99,60.04,34.04,1.42,39.44,1300.6,4,4.23,104.7,70.9,0.94,90.5,1
3.92,32.38,59.79,75.49,33.08,3.05,41.05,2372.6,2,0.51,42.4,73.8,3.26,66.2,1
3.57,39.39,78.99,94.66,42.81,10.21,44.93,1456.9,3,0.28,11.0,163.9,4.29,97.2,1
11.83,107.04,256.85,194.78,88.0,48.0,35.23,361.9,3,0.5,209.5,113.5,16.92,96.3,1
0.82,8.09,11.47,34.1,27.19,0.0,24.05,1332.6,3,3.85,8.2,0.1,8.34,66.7,1
15.78,66.99,123.4,100.52,60.37,29.16,41.69,1807.9,3,1.97,119.9,265.7,8.61,100.0,1
2.48,23.85,59.44,51.6,42.93,0.45,37.35,354.7,4,1.08,535.8,27.6,34.14,72.7,1
6.0,34.98,81.83,100.45,45.98,10.2,36.51,1168.2,2,3.09,11.0,202.2,0.47,91.8,1
0.48,2.68,6.49,23.44,23.29,0.0,25.09,626.7,4,0.49,29.8,75.9,3.1,18.9,0
3.25,18.85,47.8,72.1,38.15,0.0,34.34,1650.5,4,0.49,171.7,155.3,3.03,48.4,0
3.07,31.66,79.04,88.57,30.35,0.0,25.85,2310.4,3,1.51,12.2,347.7,8.11,79.2,1
1.03,7.67,18.06,52.33,26.32,0.0,40.1,1611.6,2,2.81,214.6,30.2,27.49,52.8,0
2.58,29.09,58.63,85.27,36.73,2.84,32.35,1759.2,3,0.54,0.0,270.6,7.05,87.4,1
13.61,92.44,256.72,199.92,88.0,48.0,31.58,1132.8,4,0.42,264.8,7.0,2.64,97.9,1
1.59,14.18,31.15,65.66,28.2,0.0,22.93,1482.6,2,1.16,8.3,457.7,0.27,40.9,0
10.03,57.15,96.23,75.09,49.53,13.31,44.73,1442.1,4,0.26,306.1,40.5,0.4,98.2,1
4.23,21.37,38.68,58.34,27.38,0.0,33.8,1895.2,4,2.48,239.9,284.7,6.13,61.5,0
8.44,49.51,117.38,116.05,59.64,24.96,36.74,2099.5,5,1.55,93.1,12.5,29.3,94.8,1
3.47,22.59,60.87,56.79,39.88,2.43,29.75,1692.1,4,1.29,180.6,71.3,6.81,58.0,0
